file,method,metric,origin,detection_time,error,threshold
linear_linear1_ar4_abrupt_15.csv,Chronos-Bolt Base + error detector,mae,4744,4768,5.96193300514878,5.911612014060376
linear_linear1_ar4_abrupt_15.csv,Chronos-Bolt Base + error detector,mae,5992,6016,23.54787099686617,6.639348029959091
linear_linear1_ar4_abrupt_15.csv,Chronos-Bolt Base + error detector,mae,6280,6304,15.484069573097111,8.962132929651908
linear_linear1_ar4_abrupt_15.csv,Chronos-Bolt Base + error detector,mae,6664,6688,19.225037472278704,16.68397975254132
linear_linear1_ar4_abrupt_15.csv,Chronos-Bolt Base + error detector,mae,7480,7504,22.171286775368547,14.875142952342973
linear_linear1_ar4_abrupt_15.csv,Chronos-Bolt Base + error detector,mae,7768,7792,14.506884439514314,13.993201335645065
linear_linear1_ar4_abrupt_15.csv,Chronos-Bolt Base + error detector,mae,8248,8272,10.438263777690244,10.185778743942777
linear_linear1_ar4_abrupt_15.csv,Chronos-Bolt Base + error detector,mae,8488,8512,18.47513138557221,13.605512269719434
linear_linear1_ar4_abrupt_15.csv,Chronos-Bolt Base + error detector,mae,8776,8800,13.671762657613854,13.003309283321304
linear_linear1_ar4_abrupt_16.csv,Chronos-Bolt Base + error detector,mae,3640,3664,6.057583046532103,5.98266903575513
linear_linear1_ar4_abrupt_16.csv,Chronos-Bolt Base + error detector,mae,4120,4144,6.461149019396648,5.997479370565011
linear_linear1_ar4_abrupt_16.csv,Chronos-Bolt Base + error detector,mae,4360,4384,7.998087862928007,7.7736807039037945
linear_linear1_ar4_abrupt_16.csv,Chronos-Bolt Base + error detector,mae,5992,6016,16.037932195141792,8.844593880764135
linear_linear1_ar4_abrupt_16.csv,Chronos-Bolt Base + error detector,mae,6616,6640,18.12401182738817,15.987847623500468
linear_linear1_ar4_abrupt_16.csv,Chronos-Bolt Base + error detector,mae,7816,7840,18.349427969070636,15.022584164375239
linear_linear1_ar4_abrupt_16.csv,Chronos-Bolt Base + error detector,mae,9784,9808,13.003492670080277,11.941280769125674
linear_linear1_ar4_abrupt_16.csv,Chronos-Bolt Base + error detector,mae,10984,11008,13.988057931464866,13.863329874444535
linear_linear1_ar4_abrupt_17.csv,Chronos-Bolt Base + error detector,mae,2560,2584,4.944016162303961,4.565910570638357
linear_linear1_ar4_abrupt_17.csv,Chronos-Bolt Base + error detector,mae,3112,3136,5.7619825461615335,4.677739324744283
linear_linear1_ar4_abrupt_17.csv,Chronos-Bolt Base + error detector,mae,3352,3376,8.17053167919633,6.599964482814045
linear_linear1_ar4_abrupt_17.csv,Chronos-Bolt Base + error detector,mae,5128,5152,6.127237451921874,6.11179044646119
linear_linear1_ar4_abrupt_17.csv,Chronos-Bolt Base + error detector,mae,6064,6088,13.800031716295797,7.826108602887601
linear_linear1_ar4_abrupt_17.csv,Chronos-Bolt Base + error detector,mae,6304,6328,11.057581160031598,9.48578948991796
linear_linear1_ar4_abrupt_17.csv,Chronos-Bolt Base + error detector,mae,6616,6640,10.73545651551729,10.63587988997916
linear_linear1_ar4_abrupt_17.csv,Chronos-Bolt Base + error detector,mae,8464,8488,19.803535688090367,16.538346520932777
linear_linear1_ar4_abrupt_18.csv,Chronos-Bolt Base + error detector,mae,2296,2320,6.865174032949476,3.768480738675259
linear_linear1_ar4_abrupt_18.csv,Chronos-Bolt Base + error detector,mae,2776,2800,6.257349633772688,4.422989342278747
linear_linear1_ar4_abrupt_18.csv,Chronos-Bolt Base + error detector,mae,5320,5344,6.590056067700099,6.517430558475581
linear_linear1_ar4_abrupt_18.csv,Chronos-Bolt Base + error detector,mae,6016,6040,19.3997613369837,9.107818051670396
linear_linear1_ar4_abrupt_18.csv,Chronos-Bolt Base + error detector,mae,6256,6280,11.455227889464668,9.804835716094987
linear_linear1_ar4_abrupt_18.csv,Chronos-Bolt Base + error detector,mae,7672,7696,19.03651538028443,16.42984648351903
linear_linear1_ar4_abrupt_18.csv,Chronos-Bolt Base + error detector,mae,8248,8272,17.514153908630288,12.090916432474785
linear_linear1_ar4_abrupt_18.csv,Chronos-Bolt Base + error detector,mae,8488,8512,12.158252563474067,10.938925804482848
linear_linear1_ar4_abrupt_18.csv,Chronos-Bolt Base + error detector,mae,9904,9928,13.81329202542887,12.38805959363923
linear_linear1_ar4_abrupt_19.csv,Chronos-Bolt Base + error detector,mae,2368,2392,3.580264975155963,3.5335296548841435
linear_linear1_ar4_abrupt_19.csv,Chronos-Bolt Base + error detector,mae,3160,3184,8.452187446897977,5.4999208499973244
linear_linear1_ar4_abrupt_19.csv,Chronos-Bolt Base + error detector,mae,3544,3568,7.0044576656647815,6.710463931044899
linear_linear1_ar4_abrupt_19.csv,Chronos-Bolt Base + error detector,mae,4528,4552,5.996931789568514,5.817427092945698
linear_linear1_ar4_abrupt_19.csv,Chronos-Bolt Base + error detector,mae,4768,4792,6.703667244549517,5.733651220226534
linear_linear1_ar4_abrupt_19.csv,Chronos-Bolt Base + error detector,mae,5344,5368,6.528360871505356,6.496357106982023
linear_linear1_ar4_abrupt_19.csv,Chronos-Bolt Base + error detector,mae,6088,6112,8.514113695919425,8.097182744773125
linear_linear1_ar4_abrupt_19.csv,Chronos-Bolt Base + error detector,mae,6328,6352,9.579983871100374,8.911949616697179
linear_linear1_ar4_abrupt_19.csv,Chronos-Bolt Base + error detector,mae,6592,6616,17.421849282884196,16.674643043260605
linear_linear1_ar4_abrupt_19.csv,Chronos-Bolt Base + error detector,mae,7528,7552,24.82261858225384,15.861769117816058
linear_linear1_ar4_abrupt_19.csv,Chronos-Bolt Base + error detector,mae,7864,7888,16.548362698075568,14.252482751440759
linear_linear1_ar4_abrupt_19.csv,Chronos-Bolt Base + error detector,mae,8272,8296,19.363231039290014,11.844999611223024
linear_linear1_ar4_abrupt_19.csv,Chronos-Bolt Base + error detector,mae,8584,8608,15.545122551659285,14.215533117422018
linear_linear1_ar4_abrupt_19.csv,Chronos-Bolt Base + error detector,mae,9928,9952,12.04697834814889,10.789559560058429
linear_linear1_ar4_abrupt_19.csv,Chronos-Bolt Base + error detector,mae,10912,10936,15.414826421517025,15.090209980739832
linear_linear1_ar4_abrupt_20.csv,Chronos-Bolt Base + error detector,mae,2104,2128,6.080782392739088,4.592811914608326
linear_linear1_ar4_abrupt_20.csv,Chronos-Bolt Base + error detector,mae,2440,2464,3.374897550071434,3.371693309885284
linear_linear1_ar4_abrupt_20.csv,Chronos-Bolt Base + error detector,mae,2776,2800,5.15836711596842,3.2387526546047947
linear_linear1_ar4_abrupt_20.csv,Chronos-Bolt Base + error detector,mae,3256,3280,5.9996884992629775,4.694463549073863
linear_linear1_ar4_abrupt_20.csv,Chronos-Bolt Base + error detector,mae,3592,3616,7.139878589745753,6.475029404626357
linear_linear1_ar4_abrupt_20.csv,Chronos-Bolt Base + error detector,mae,5992,6016,10.479241673649165,5.94337323252486
linear_linear1_ar4_abrupt_20.csv,Chronos-Bolt Base + error detector,mae,6232,6256,7.873692489003505,7.4359927774129355
