file,method,true_drift,detected,delay,type
linear_linear1_ar4_abrupt_03.csv,FEDD+ELM,,2474.0,,FP
linear_linear1_ar4_abrupt_03.csv,FEDD+ELM,,2784.0,,FP
linear_linear1_ar4_abrupt_03.csv,FEDD+ELM,,3402.0,,FP
linear_linear1_ar4_abrupt_03.csv,FEDD+ELM,,3714.0,,FP
linear_linear1_ar4_abrupt_03.csv,FEDD+ELM,,4025.0,,FP
linear_linear1_ar4_abrupt_03.csv,FEDD+ELM,,4335.0,,FP
linear_linear1_ar4_abrupt_03.csv,FEDD+ELM,,4651.0,,FP
linear_linear1_ar4_abrupt_03.csv,FEDD+ELM,,4966.0,,FP
linear_linear1_ar4_abrupt_03.csv,FEDD+ELM,,5273.0,,FP
linear_linear1_ar4_abrupt_03.csv,FEDD+ELM,,5599.0,,FP
linear_linear1_ar4_abrupt_03.csv,FEDD+ELM,,5942.0,,FP
linear_linear1_ar4_abrupt_03.csv,FEDD+ELM,,6566.0,,FP
linear_linear1_ar4_abrupt_03.csv,FEDD+ELM,,6871.0,,FP
linear_linear1_ar4_abrupt_03.csv,FEDD+ELM,,7184.0,,FP
linear_linear1_ar4_abrupt_03.csv,FEDD+ELM,,7509.0,,FP
linear_linear1_ar4_abrupt_03.csv,FEDD+ELM,,7810.0,,FP
linear_linear1_ar4_abrupt_03.csv,FEDD+ELM,,8119.0,,FP
linear_linear1_ar4_abrupt_03.csv,FEDD+ELM,,8428.0,,FP
linear_linear1_ar4_abrupt_03.csv,FEDD+ELM,,8739.0,,FP
linear_linear1_ar4_abrupt_03.csv,FEDD+ELM,,9360.0,,FP
linear_linear1_ar4_abrupt_03.csv,FEDD+ELM,,9670.0,,FP
linear_linear1_ar4_abrupt_03.csv,FEDD+ELM,,9970.0,,FP
linear_linear1_ar4_abrupt_03.csv,FEDD+ELM,,10289.0,,FP
linear_linear1_ar4_abrupt_03.csv,FEDD+ELM,,10716.0,,FP
linear_linear1_ar4_abrupt_03.csv,FEDD+ELM,,11027.0,,FP
linear_linear1_ar4_abrupt_03.csv,FEDD+ELM,,11377.0,,FP
linear_linear1_ar4_abrupt_03.csv,FEDD+ELM,,11678.0,,FP
linear_linear1_ar4_abrupt_04.csv,FEDD+ELM,3000.0,3130.0,130.0,TP
linear_linear1_ar4_abrupt_04.csv,FEDD+ELM,6000.0,6200.0,200.0,TP
linear_linear1_ar4_abrupt_04.csv,FEDD+ELM,9000.0,9007.0,7.0,TP
linear_linear1_ar4_abrupt_04.csv,FEDD+ELM,,1241.0,,FP
linear_linear1_ar4_abrupt_04.csv,FEDD+ELM,,1552.0,,FP
linear_linear1_ar4_abrupt_04.csv,FEDD+ELM,,1889.0,,FP
linear_linear1_ar4_abrupt_04.csv,FEDD+ELM,,2190.0,,FP
linear_linear1_ar4_abrupt_04.csv,FEDD+ELM,,2517.0,,FP
linear_linear1_ar4_abrupt_04.csv,FEDD+ELM,,2818.0,,FP
linear_linear1_ar4_abrupt_04.csv,FEDD+ELM,,3428.0,,FP
linear_linear1_ar4_abrupt_04.csv,FEDD+ELM,,3729.0,,FP
linear_linear1_ar4_abrupt_04.csv,FEDD+ELM,,4043.0,,FP
linear_linear1_ar4_abrupt_04.csv,FEDD+ELM,,4341.0,,FP
linear_linear1_ar4_abrupt_04.csv,FEDD+ELM,,4654.0,,FP
linear_linear1_ar4_abrupt_04.csv,FEDD+ELM,,4976.0,,FP
linear_linear1_ar4_abrupt_04.csv,FEDD+ELM,,5288.0,,FP
linear_linear1_ar4_abrupt_04.csv,FEDD+ELM,,5588.0,,FP
linear_linear1_ar4_abrupt_04.csv,FEDD+ELM,,5889.0,,FP
linear_linear1_ar4_abrupt_04.csv,FEDD+ELM,,6510.0,,FP
linear_linear1_ar4_abrupt_04.csv,FEDD+ELM,,6822.0,,FP
linear_linear1_ar4_abrupt_04.csv,FEDD+ELM,,7134.0,,FP
linear_linear1_ar4_abrupt_04.csv,FEDD+ELM,,7434.0,,FP
linear_linear1_ar4_abrupt_04.csv,FEDD+ELM,,7747.0,,FP
linear_linear1_ar4_abrupt_04.csv,FEDD+ELM,,8058.0,,FP
linear_linear1_ar4_abrupt_04.csv,FEDD+ELM,,8380.0,,FP
linear_linear1_ar4_abrupt_04.csv,FEDD+ELM,,8690.0,,FP
linear_linear1_ar4_abrupt_04.csv,FEDD+ELM,,9307.0,,FP
linear_linear1_ar4_abrupt_04.csv,FEDD+ELM,,9668.0,,FP
linear_linear1_ar4_abrupt_04.csv,FEDD+ELM,,9983.0,,FP
linear_linear1_ar4_abrupt_04.csv,FEDD+ELM,,10299.0,,FP
linear_linear1_ar4_abrupt_04.csv,FEDD+ELM,,10609.0,,FP
linear_linear1_ar4_abrupt_04.csv,FEDD+ELM,,10919.0,,FP
linear_linear1_ar4_abrupt_04.csv,FEDD+ELM,,11239.0,,FP
linear_linear1_ar4_abrupt_04.csv,FEDD+ELM,,11591.0,,FP
linear_linear1_ar4_abrupt_04.csv,FEDD+ELM,,11911.0,,FP
linear_linear1_ar4_abrupt_05.csv,FEDD+ELM,3000.0,3098.0,98.0,TP
linear_linear1_ar4_abrupt_05.csv,FEDD+ELM,6000.0,6221.0,221.0,TP
linear_linear1_ar4_abrupt_05.csv,FEDD+ELM,9000.0,9002.0,2.0,TP
linear_linear1_ar4_abrupt_05.csv,FEDD+ELM,,1240.0,,FP
linear_linear1_ar4_abrupt_05.csv,FEDD+ELM,,1549.0,,FP
linear_linear1_ar4_abrupt_05.csv,FEDD+ELM,,1859.0,,FP
linear_linear1_ar4_abrupt_05.csv,FEDD+ELM,,2174.0,,FP
linear_linear1_ar4_abrupt_05.csv,FEDD+ELM,,2480.0,,FP
linear_linear1_ar4_abrupt_05.csv,FEDD+ELM,,2789.0,,FP
linear_linear1_ar4_abrupt_05.csv,FEDD+ELM,,3421.0,,FP
linear_linear1_ar4_abrupt_05.csv,FEDD+ELM,,3718.0,,FP
linear_linear1_ar4_abrupt_05.csv,FEDD+ELM,,4042.0,,FP
linear_linear1_ar4_abrupt_05.csv,FEDD+ELM,,4345.0,,FP
linear_linear1_ar4_abrupt_05.csv,FEDD+ELM,,4662.0,,FP
linear_linear1_ar4_abrupt_05.csv,FEDD+ELM,,4971.0,,FP
linear_linear1_ar4_abrupt_05.csv,FEDD+ELM,,5282.0,,FP
linear_linear1_ar4_abrupt_05.csv,FEDD+ELM,,5580.0,,FP
linear_linear1_ar4_abrupt_05.csv,FEDD+ELM,,5910.0,,FP
linear_linear1_ar4_abrupt_05.csv,FEDD+ELM,,6542.0,,FP
linear_linear1_ar4_abrupt_05.csv,FEDD+ELM,,6849.0,,FP
linear_linear1_ar4_abrupt_05.csv,FEDD+ELM,,7151.0,,FP
linear_linear1_ar4_abrupt_05.csv,FEDD+ELM,,7461.0,,FP
linear_linear1_ar4_abrupt_05.csv,FEDD+ELM,,7771.0,,FP
linear_linear1_ar4_abrupt_05.csv,FEDD+ELM,,8082.0,,FP
linear_linear1_ar4_abrupt_05.csv,FEDD+ELM,,8393.0,,FP
linear_linear1_ar4_abrupt_05.csv,FEDD+ELM,,8691.0,,FP
linear_linear1_ar4_abrupt_05.csv,FEDD+ELM,,9324.0,,FP
linear_linear1_ar4_abrupt_05.csv,FEDD+ELM,,9629.0,,FP
linear_linear1_ar4_abrupt_05.csv,FEDD+ELM,,9941.0,,FP
linear_linear1_ar4_abrupt_05.csv,FEDD+ELM,,10285.0,,FP
linear_linear1_ar4_abrupt_05.csv,FEDD+ELM,,10649.0,,FP
linear_linear1_ar4_abrupt_06.csv,FEDD+ELM,3000.0,3070.0,70.0,TP
linear_linear1_ar4_abrupt_06.csv,FEDD+ELM,6000.0,6173.0,173.0,TP
linear_linear1_ar4_abrupt_06.csv,FEDD+ELM,9000.0,9251.0,251.0,TP
linear_linear1_ar4_abrupt_06.csv,FEDD+ELM,,1241.0,,FP
linear_linear1_ar4_abrupt_06.csv,FEDD+ELM,,1539.0,,FP
linear_linear1_ar4_abrupt_06.csv,FEDD+ELM,,1840.0,,FP
linear_linear1_ar4_abrupt_06.csv,FEDD+ELM,,2152.0,,FP
linear_linear1_ar4_abrupt_06.csv,FEDD+ELM,,2460.0,,FP
linear_linear1_ar4_abrupt_06.csv,FEDD+ELM,,2759.0,,FP
linear_linear1_ar4_abrupt_06.csv,FEDD+ELM,,3399.0,,FP
linear_linear1_ar4_abrupt_06.csv,FEDD+ELM,,3700.0,,FP
linear_linear1_ar4_abrupt_06.csv,FEDD+ELM,,4024.0,,FP
linear_linear1_ar4_abrupt_06.csv,FEDD+ELM,,4324.0,,FP
linear_linear1_ar4_abrupt_06.csv,FEDD+ELM,,4625.0,,FP
linear_linear1_ar4_abrupt_06.csv,FEDD+ELM,,4936.0,,FP
linear_linear1_ar4_abrupt_06.csv,FEDD+ELM,,5248.0,,FP
linear_linear1_ar4_abrupt_06.csv,FEDD+ELM,,5557.0,,FP
linear_linear1_ar4_abrupt_06.csv,FEDD+ELM,,5865.0,,FP
linear_linear1_ar4_abrupt_06.csv,FEDD+ELM,,6492.0,,FP
linear_linear1_ar4_abrupt_06.csv,FEDD+ELM,,6789.0,,FP
linear_linear1_ar4_abrupt_06.csv,FEDD+ELM,,7090.0,,FP
linear_linear1_ar4_abrupt_06.csv,FEDD+ELM,,7402.0,,FP
linear_linear1_ar4_abrupt_06.csv,FEDD+ELM,,7710.0,,FP
linear_linear1_ar4_abrupt_06.csv,FEDD+ELM,,8021.0,,FP
linear_linear1_ar4_abrupt_06.csv,FEDD+ELM,,8331.0,,FP
linear_linear1_ar4_abrupt_06.csv,FEDD+ELM,,8641.0,,FP
linear_linear1_ar4_abrupt_06.csv,FEDD+ELM,,8961.0,,FP
linear_linear1_ar4_abrupt_06.csv,FEDD+ELM,,9629.0,,FP
linear_linear1_ar4_abrupt_06.csv,FEDD+ELM,,9930.0,,FP
linear_linear1_ar4_abrupt_06.csv,FEDD+ELM,,10231.0,,FP
linear_linear1_ar4_abrupt_06.csv,FEDD+ELM,,10532.0,,FP
linear_linear1_ar4_abrupt_06.csv,FEDD+ELM,,10869.0,,FP
linear_linear1_ar4_abrupt_06.csv,FEDD+ELM,,11167.0,,FP
linear_linear1_ar4_abrupt_06.csv,FEDD+ELM,,11488.0,,FP
linear_linear1_ar4_abrupt_06.csv,FEDD+ELM,,11807.0,,FP
linear_linear1_ar4_abrupt_07.csv,FEDD+ELM,3000.0,3095.0,95.0,TP
linear_linear1_ar4_abrupt_07.csv,FEDD+ELM,6000.0,6183.0,183.0,TP
linear_linear1_ar4_abrupt_07.csv,FEDD+ELM,9000.0,9292.0,292.0,TP
linear_linear1_ar4_abrupt_07.csv,FEDD+ELM,,1245.0,,FP
linear_linear1_ar4_abrupt_07.csv,FEDD+ELM,,1555.0,,FP
linear_linear1_ar4_abrupt_07.csv,FEDD+ELM,,1864.0,,FP
linear_linear1_ar4_abrupt_07.csv,FEDD+ELM,,2163.0,,FP
linear_linear1_ar4_abrupt_07.csv,FEDD+ELM,,2475.0,,FP
linear_linear1_ar4_abrupt_07.csv,FEDD+ELM,,2787.0,,FP
linear_linear1_ar4_abrupt_07.csv,FEDD+ELM,,3405.0,,FP
linear_linear1_ar4_abrupt_07.csv,FEDD+ELM,,3718.0,,FP
linear_linear1_ar4_abrupt_07.csv,FEDD+ELM,,4046.0,,FP
linear_linear1_ar4_abrupt_07.csv,FEDD+ELM,,4346.0,,FP
linear_linear1_ar4_abrupt_07.csv,FEDD+ELM,,4647.0,,FP
linear_linear1_ar4_abrupt_07.csv,FEDD+ELM,,4948.0,,FP
linear_linear1_ar4_abrupt_07.csv,FEDD+ELM,,5260.0,,FP
linear_linear1_ar4_abrupt_07.csv,FEDD+ELM,,5558.0,,FP
linear_linear1_ar4_abrupt_07.csv,FEDD+ELM,,5873.0,,FP
linear_linear1_ar4_abrupt_07.csv,FEDD+ELM,,6494.0,,FP
linear_linear1_ar4_abrupt_07.csv,FEDD+ELM,,6793.0,,FP
linear_linear1_ar4_abrupt_07.csv,FEDD+ELM,,7107.0,,FP
linear_linear1_ar4_abrupt_07.csv,FEDD+ELM,,7430.0,,FP
linear_linear1_ar4_abrupt_07.csv,FEDD+ELM,,7741.0,,FP
linear_linear1_ar4_abrupt_07.csv,FEDD+ELM,,8051.0,,FP
linear_linear1_ar4_abrupt_07.csv,FEDD+ELM,,8364.0,,FP
linear_linear1_ar4_abrupt_07.csv,FEDD+ELM,,8681.0,,FP
linear_linear1_ar4_abrupt_07.csv,FEDD+ELM,,8982.0,,FP
linear_linear1_ar4_abrupt_07.csv,FEDD+ELM,,9604.0,,FP
linear_linear1_ar4_abrupt_07.csv,FEDD+ELM,,9929.0,,FP
linear_linear1_ar4_abrupt_07.csv,FEDD+ELM,,10251.0,,FP
linear_linear1_ar4_abrupt_07.csv,FEDD+ELM,,10588.0,,FP
linear_linear1_ar4_abrupt_07.csv,FEDD+ELM,,10889.0,,FP
linear_linear1_ar4_abrupt_07.csv,FEDD+ELM,,11208.0,,FP
linear_linear1_ar4_abrupt_07.csv,FEDD+ELM,,11515.0,,FP
linear_linear1_ar4_abrupt_07.csv,FEDD+ELM,,11830.0,,FP
linear_linear1_ar4_abrupt_08.csv,FEDD+ELM,3000.0,3100.0,100.0,TP
linear_linear1_ar4_abrupt_08.csv,FEDD+ELM,6000.0,6260.0,260.0,TP
linear_linear1_ar4_abrupt_08.csv,FEDD+ELM,9000.0,9055.0,55.0,TP
linear_linear1_ar4_abrupt_08.csv,FEDD+ELM,,1233.0,,FP
linear_linear1_ar4_abrupt_08.csv,FEDD+ELM,,1543.0,,FP
linear_linear1_ar4_abrupt_08.csv,FEDD+ELM,,1866.0,,FP
linear_linear1_ar4_abrupt_08.csv,FEDD+ELM,,2171.0,,FP
linear_linear1_ar4_abrupt_08.csv,FEDD+ELM,,2490.0,,FP
linear_linear1_ar4_abrupt_08.csv,FEDD+ELM,,2791.0,,FP
linear_linear1_ar4_abrupt_08.csv,FEDD+ELM,,3443.0,,FP
linear_linear1_ar4_abrupt_08.csv,FEDD+ELM,,3755.0,,FP
linear_linear1_ar4_abrupt_08.csv,FEDD+ELM,,4053.0,,FP
linear_linear1_ar4_abrupt_08.csv,FEDD+ELM,,4368.0,,FP
linear_linear1_ar4_abrupt_08.csv,FEDD+ELM,,4685.0,,FP
linear_linear1_ar4_abrupt_08.csv,FEDD+ELM,,4999.0,,FP
linear_linear1_ar4_abrupt_08.csv,FEDD+ELM,,5304.0,,FP
linear_linear1_ar4_abrupt_08.csv,FEDD+ELM,,5628.0,,FP
linear_linear1_ar4_abrupt_08.csv,FEDD+ELM,,5950.0,,FP
linear_linear1_ar4_abrupt_08.csv,FEDD+ELM,,6570.0,,FP
linear_linear1_ar4_abrupt_08.csv,FEDD+ELM,,6880.0,,FP
linear_linear1_ar4_abrupt_08.csv,FEDD+ELM,,7189.0,,FP
linear_linear1_ar4_abrupt_08.csv,FEDD+ELM,,7499.0,,FP
linear_linear1_ar4_abrupt_08.csv,FEDD+ELM,,7817.0,,FP
linear_linear1_ar4_abrupt_08.csv,FEDD+ELM,,8127.0,,FP
linear_linear1_ar4_abrupt_08.csv,FEDD+ELM,,8437.0,,FP
linear_linear1_ar4_abrupt_08.csv,FEDD+ELM,,8748.0,,FP
linear_linear1_ar4_abrupt_08.csv,FEDD+ELM,,9370.0,,FP
linear_linear1_ar4_abrupt_08.csv,FEDD+ELM,,9682.0,,FP
linear_linear1_ar4_abrupt_08.csv,FEDD+ELM,,9978.0,,FP
linear_linear1_ar4_abrupt_08.csv,FEDD+ELM,,10279.0,,FP
linear_linear1_ar4_abrupt_08.csv,FEDD+ELM,,10593.0,,FP
linear_linear1_ar4_abrupt_08.csv,FEDD+ELM,,10950.0,,FP
linear_linear1_ar4_abrupt_08.csv,FEDD+ELM,,11267.0,,FP
linear_linear1_ar4_abrupt_08.csv,FEDD+ELM,,11592.0,,FP
linear_linear1_ar4_abrupt_08.csv,FEDD+ELM,,11901.0,,FP
linear_linear1_ar4_abrupt_09.csv,FEDD+ELM,3000.0,3110.0,110.0,TP
linear_linear1_ar4_abrupt_09.csv,FEDD+ELM,6000.0,6242.0,242.0,TP
linear_linear1_ar4_abrupt_09.csv,FEDD+ELM,9000.0,9015.0,15.0,TP
linear_linear1_ar4_abrupt_09.csv,FEDD+ELM,,1239.0,,FP
linear_linear1_ar4_abrupt_09.csv,FEDD+ELM,,1550.0,,FP
linear_linear1_ar4_abrupt_09.csv,FEDD+ELM,,1847.0,,FP
linear_linear1_ar4_abrupt_09.csv,FEDD+ELM,,2170.0,,FP
linear_linear1_ar4_abrupt_09.csv,FEDD+ELM,,2499.0,,FP
linear_linear1_ar4_abrupt_09.csv,FEDD+ELM,,2799.0,,FP
linear_linear1_ar4_abrupt_09.csv,FEDD+ELM,,3434.0,,FP
linear_linear1_ar4_abrupt_09.csv,FEDD+ELM,,3747.0,,FP
linear_linear1_ar4_abrupt_09.csv,FEDD+ELM,,4047.0,,FP
linear_linear1_ar4_abrupt_09.csv,FEDD+ELM,,4364.0,,FP
linear_linear1_ar4_abrupt_09.csv,FEDD+ELM,,4674.0,,FP
linear_linear1_ar4_abrupt_09.csv,FEDD+ELM,,4983.0,,FP
linear_linear1_ar4_abrupt_09.csv,FEDD+ELM,,5282.0,,FP
linear_linear1_ar4_abrupt_09.csv,FEDD+ELM,,5609.0,,FP
linear_linear1_ar4_abrupt_09.csv,FEDD+ELM,,5926.0,,FP
linear_linear1_ar4_abrupt_09.csv,FEDD+ELM,,6552.0,,FP
linear_linear1_ar4_abrupt_09.csv,FEDD+ELM,,6861.0,,FP
linear_linear1_ar4_abrupt_09.csv,FEDD+ELM,,7160.0,,FP
linear_linear1_ar4_abrupt_09.csv,FEDD+ELM,,7475.0,,FP
linear_linear1_ar4_abrupt_09.csv,FEDD+ELM,,7784.0,,FP
linear_linear1_ar4_abrupt_09.csv,FEDD+ELM,,8102.0,,FP
linear_linear1_ar4_abrupt_09.csv,FEDD+ELM,,8406.0,,FP
linear_linear1_ar4_abrupt_09.csv,FEDD+ELM,,8715.0,,FP
linear_linear1_ar4_abrupt_09.csv,FEDD+ELM,,9329.0,,FP
linear_linear1_ar4_abrupt_09.csv,FEDD+ELM,,9630.0,,FP
linear_linear1_ar4_abrupt_09.csv,FEDD+ELM,,9953.0,,FP
linear_linear1_ar4_abrupt_09.csv,FEDD+ELM,,10254.0,,FP
linear_linear1_ar4_abrupt_09.csv,FEDD+ELM,,10581.0,,FP
linear_linear1_ar4_abrupt_09.csv,FEDD+ELM,,10892.0,,FP
linear_linear1_ar4_abrupt_09.csv,FEDD+ELM,,11203.0,,FP
linear_linear1_ar4_abrupt_09.csv,FEDD+ELM,,11525.0,,FP
linear_linear1_ar4_abrupt_09.csv,FEDD+ELM,,11813.0,,FP
linear_linear1_ar4_abrupt_10.csv,FEDD+ELM,3000.0,3097.0,97.0,TP
linear_linear1_ar4_abrupt_10.csv,FEDD+ELM,6000.0,6189.0,189.0,TP
linear_linear1_ar4_abrupt_10.csv,FEDD+ELM,9000.0,9302.0,302.0,TP
linear_linear1_ar4_abrupt_10.csv,FEDD+ELM,,1229.0,,FP
linear_linear1_ar4_abrupt_10.csv,FEDD+ELM,,1530.0,,FP
linear_linear1_ar4_abrupt_10.csv,FEDD+ELM,,1859.0,,FP
linear_linear1_ar4_abrupt_10.csv,FEDD+ELM,,2165.0,,FP
linear_linear1_ar4_abrupt_10.csv,FEDD+ELM,,2471.0,,FP
linear_linear1_ar4_abrupt_10.csv,FEDD+ELM,,2781.0,,FP
linear_linear1_ar4_abrupt_10.csv,FEDD+ELM,,3412.0,,FP
linear_linear1_ar4_abrupt_10.csv,FEDD+ELM,,3719.0,,FP
linear_linear1_ar4_abrupt_10.csv,FEDD+ELM,,4019.0,,FP
linear_linear1_ar4_abrupt_10.csv,FEDD+ELM,,4350.0,,FP
linear_linear1_ar4_abrupt_10.csv,FEDD+ELM,,4652.0,,FP
linear_linear1_ar4_abrupt_10.csv,FEDD+ELM,,4952.0,,FP
linear_linear1_ar4_abrupt_10.csv,FEDD+ELM,,5263.0,,FP
linear_linear1_ar4_abrupt_10.csv,FEDD+ELM,,5563.0,,FP
linear_linear1_ar4_abrupt_10.csv,FEDD+ELM,,5873.0,,FP
linear_linear1_ar4_abrupt_10.csv,FEDD+ELM,,6499.0,,FP
linear_linear1_ar4_abrupt_10.csv,FEDD+ELM,,6810.0,,FP
linear_linear1_ar4_abrupt_10.csv,FEDD+ELM,,7139.0,,FP
linear_linear1_ar4_abrupt_10.csv,FEDD+ELM,,7431.0,,FP
linear_linear1_ar4_abrupt_10.csv,FEDD+ELM,,7741.0,,FP
linear_linear1_ar4_abrupt_10.csv,FEDD+ELM,,8052.0,,FP
linear_linear1_ar4_abrupt_10.csv,FEDD+ELM,,8359.0,,FP
linear_linear1_ar4_abrupt_10.csv,FEDD+ELM,,8676.0,,FP
linear_linear1_ar4_abrupt_10.csv,FEDD+ELM,,8986.0,,FP
linear_linear1_ar4_abrupt_10.csv,FEDD+ELM,,9613.0,,FP
linear_linear1_ar4_abrupt_10.csv,FEDD+ELM,,9923.0,,FP
linear_linear1_ar4_abrupt_10.csv,FEDD+ELM,,10223.0,,FP
linear_linear1_ar4_abrupt_10.csv,FEDD+ELM,,10542.0,,FP
linear_linear1_ar4_abrupt_10.csv,FEDD+ELM,,10859.0,,FP
linear_linear1_ar4_abrupt_10.csv,FEDD+ELM,,11174.0,,FP
linear_linear1_ar4_abrupt_10.csv,FEDD+ELM,,11474.0,,FP
linear_linear1_ar4_abrupt_10.csv,FEDD+ELM,,11832.0,,FP
linear_linear1_ar4_abrupt_11.csv,FEDD+ELM,3000.0,3104.0,104.0,TP
linear_linear1_ar4_abrupt_11.csv,FEDD+ELM,6000.0,6169.0,169.0,TP
linear_linear1_ar4_abrupt_11.csv,FEDD+ELM,9000.0,9249.0,249.0,TP
linear_linear1_ar4_abrupt_11.csv,FEDD+ELM,,1239.0,,FP
linear_linear1_ar4_abrupt_11.csv,FEDD+ELM,,1548.0,,FP
linear_linear1_ar4_abrupt_11.csv,FEDD+ELM,,1857.0,,FP
linear_linear1_ar4_abrupt_11.csv,FEDD+ELM,,2169.0,,FP
linear_linear1_ar4_abrupt_11.csv,FEDD+ELM,,2497.0,,FP
linear_linear1_ar4_abrupt_11.csv,FEDD+ELM,,2794.0,,FP
linear_linear1_ar4_abrupt_11.csv,FEDD+ELM,,3422.0,,FP
linear_linear1_ar4_abrupt_11.csv,FEDD+ELM,,3714.0,,FP
linear_linear1_ar4_abrupt_11.csv,FEDD+ELM,,4036.0,,FP
linear_linear1_ar4_abrupt_11.csv,FEDD+ELM,,4324.0,,FP
linear_linear1_ar4_abrupt_11.csv,FEDD+ELM,,4639.0,,FP
linear_linear1_ar4_abrupt_11.csv,FEDD+ELM,,4956.0,,FP
linear_linear1_ar4_abrupt_11.csv,FEDD+ELM,,5267.0,,FP
linear_linear1_ar4_abrupt_11.csv,FEDD+ELM,,5567.0,,FP
linear_linear1_ar4_abrupt_11.csv,FEDD+ELM,,5868.0,,FP
linear_linear1_ar4_abrupt_11.csv,FEDD+ELM,,6484.0,,FP
linear_linear1_ar4_abrupt_11.csv,FEDD+ELM,,6793.0,,FP
linear_linear1_ar4_abrupt_11.csv,FEDD+ELM,,7089.0,,FP
linear_linear1_ar4_abrupt_11.csv,FEDD+ELM,,7401.0,,FP
linear_linear1_ar4_abrupt_11.csv,FEDD+ELM,,7700.0,,FP
linear_linear1_ar4_abrupt_11.csv,FEDD+ELM,,8011.0,,FP
linear_linear1_ar4_abrupt_11.csv,FEDD+ELM,,8321.0,,FP
linear_linear1_ar4_abrupt_11.csv,FEDD+ELM,,8630.0,,FP
linear_linear1_ar4_abrupt_11.csv,FEDD+ELM,,8938.0,,FP
linear_linear1_ar4_abrupt_11.csv,FEDD+ELM,,9719.0,,FP
linear_linear1_ar4_abrupt_11.csv,FEDD+ELM,,10019.0,,FP
linear_linear1_ar4_abrupt_11.csv,FEDD+ELM,,10320.0,,FP
linear_linear1_ar4_abrupt_11.csv,FEDD+ELM,,10675.0,,FP
linear_linear1_ar4_abrupt_11.csv,FEDD+ELM,,10993.0,,FP
linear_linear1_ar4_abrupt_11.csv,FEDD+ELM,,11304.0,,FP
linear_linear1_ar4_abrupt_11.csv,FEDD+ELM,,11663.0,,FP
linear_linear1_ar4_abrupt_11.csv,FEDD+ELM,,11983.0,,FP
linear_linear1_ar4_abrupt_12.csv,FEDD+ELM,3000.0,3098.0,98.0,TP
linear_linear1_ar4_abrupt_12.csv,FEDD+ELM,6000.0,6204.0,204.0,TP
linear_linear1_ar4_abrupt_12.csv,FEDD+ELM,9000.0,9276.0,276.0,TP
linear_linear1_ar4_abrupt_12.csv,FEDD+ELM,,1247.0,,FP
linear_linear1_ar4_abrupt_12.csv,FEDD+ELM,,1547.0,,FP
linear_linear1_ar4_abrupt_12.csv,FEDD+ELM,,1861.0,,FP
linear_linear1_ar4_abrupt_12.csv,FEDD+ELM,,2173.0,,FP
linear_linear1_ar4_abrupt_12.csv,FEDD+ELM,,2487.0,,FP
linear_linear1_ar4_abrupt_12.csv,FEDD+ELM,,2787.0,,FP
linear_linear1_ar4_abrupt_12.csv,FEDD+ELM,,3412.0,,FP
linear_linear1_ar4_abrupt_12.csv,FEDD+ELM,,3721.0,,FP
linear_linear1_ar4_abrupt_12.csv,FEDD+ELM,,4031.0,,FP
linear_linear1_ar4_abrupt_12.csv,FEDD+ELM,,4342.0,,FP
linear_linear1_ar4_abrupt_12.csv,FEDD+ELM,,4651.0,,FP
linear_linear1_ar4_abrupt_12.csv,FEDD+ELM,,4967.0,,FP
linear_linear1_ar4_abrupt_12.csv,FEDD+ELM,,5280.0,,FP
linear_linear1_ar4_abrupt_12.csv,FEDD+ELM,,5580.0,,FP
linear_linear1_ar4_abrupt_12.csv,FEDD+ELM,,5894.0,,FP
linear_linear1_ar4_abrupt_12.csv,FEDD+ELM,,6514.0,,FP
linear_linear1_ar4_abrupt_12.csv,FEDD+ELM,,6813.0,,FP
linear_linear1_ar4_abrupt_12.csv,FEDD+ELM,,7114.0,,FP
linear_linear1_ar4_abrupt_12.csv,FEDD+ELM,,7425.0,,FP
linear_linear1_ar4_abrupt_12.csv,FEDD+ELM,,7734.0,,FP
linear_linear1_ar4_abrupt_12.csv,FEDD+ELM,,8049.0,,FP
linear_linear1_ar4_abrupt_12.csv,FEDD+ELM,,8346.0,,FP
linear_linear1_ar4_abrupt_12.csv,FEDD+ELM,,8657.0,,FP
linear_linear1_ar4_abrupt_12.csv,FEDD+ELM,,8968.0,,FP
linear_linear1_ar4_abrupt_12.csv,FEDD+ELM,,9585.0,,FP
linear_linear1_ar4_abrupt_12.csv,FEDD+ELM,,9884.0,,FP
linear_linear1_ar4_abrupt_12.csv,FEDD+ELM,,10208.0,,FP
linear_linear1_ar4_abrupt_12.csv,FEDD+ELM,,10509.0,,FP
linear_linear1_ar4_abrupt_12.csv,FEDD+ELM,,10841.0,,FP
linear_linear1_ar4_abrupt_12.csv,FEDD+ELM,,11142.0,,FP
linear_linear1_ar4_abrupt_12.csv,FEDD+ELM,,11453.0,,FP
linear_linear1_ar4_abrupt_12.csv,FEDD+ELM,,11855.0,,FP
linear_linear1_ar4_abrupt_13.csv,FEDD+ELM,3000.0,3077.0,77.0,TP
linear_linear1_ar4_abrupt_13.csv,FEDD+ELM,6000.0,6240.0,240.0,TP
linear_linear1_ar4_abrupt_13.csv,FEDD+ELM,9000.0,9334.0,334.0,TP
linear_linear1_ar4_abrupt_13.csv,FEDD+ELM,,1234.0,,FP
linear_linear1_ar4_abrupt_13.csv,FEDD+ELM,,1545.0,,FP
linear_linear1_ar4_abrupt_13.csv,FEDD+ELM,,1845.0,,FP
