file,method,true_drift,detected,delay,type
linear_linear1_ar4_abrupt_01.csv,Chronos-Bolt Base + error detector,3000.0,3112.0,112.0,TP
linear_linear1_ar4_abrupt_01.csv,Chronos-Bolt Base + error detector,6000.0,6088.0,88.0,TP
linear_linear1_ar4_abrupt_01.csv,Chronos-Bolt Base + error detector,9000.0,,,FN
linear_linear1_ar4_abrupt_01.csv,Chronos-Bolt Base + error detector,,2296.0,,FP
linear_linear1_ar4_abrupt_01.csv,Chronos-Bolt Base + error detector,,4240.0,,FP
linear_linear1_ar4_abrupt_01.csv,Chronos-Bolt Base + error detector,,6448.0,,FP
linear_linear1_ar4_abrupt_01.csv,Chronos-Bolt Base + error detector,,7504.0,,FP
linear_linear1_ar4_abrupt_01.csv,Chronos-Bolt Base + error detector,,8584.0,,FP
linear_linear1_ar4_abrupt_01.csv,Chronos-Bolt Base + error detector,,10576.0,,FP
linear_linear1_ar4_abrupt_02.csv,Chronos-Bolt Base + error detector,3000.0,,,FN
linear_linear1_ar4_abrupt_02.csv,Chronos-Bolt Base + error detector,6000.0,6064.0,64.0,TP
linear_linear1_ar4_abrupt_02.csv,Chronos-Bolt Base + error detector,9000.0,10120.0,1120.0,TP
linear_linear1_ar4_abrupt_02.csv,Chronos-Bolt Base + error detector,,1768.0,,FP
linear_linear1_ar4_abrupt_02.csv,Chronos-Bolt Base + error detector,,2536.0,,FP
linear_linear1_ar4_abrupt_02.csv,Chronos-Bolt Base + error detector,,2920.0,,FP
linear_linear1_ar4_abrupt_02.csv,Chronos-Bolt Base + error detector,,4696.0,,FP
linear_linear1_ar4_abrupt_02.csv,Chronos-Bolt Base + error detector,,4984.0,,FP
linear_linear1_ar4_abrupt_02.csv,Chronos-Bolt Base + error detector,,6376.0,,FP
linear_linear1_ar4_abrupt_02.csv,Chronos-Bolt Base + error detector,,6736.0,,FP
linear_linear1_ar4_abrupt_02.csv,Chronos-Bolt Base + error detector,,6976.0,,FP
linear_linear1_ar4_abrupt_02.csv,Chronos-Bolt Base + error detector,,11080.0,,FP
linear_linear1_ar4_abrupt_02.csv,Chronos-Bolt Base + error detector,,11992.0,,FP
linear_linear1_ar4_abrupt_03.csv,Chronos-Bolt Base + error detector,3000.0,3952.0,952.0,TP
linear_linear1_ar4_abrupt_03.csv,Chronos-Bolt Base + error detector,6000.0,6040.0,40.0,TP
linear_linear1_ar4_abrupt_03.csv,Chronos-Bolt Base + error detector,9000.0,9352.0,352.0,TP
linear_linear1_ar4_abrupt_03.csv,Chronos-Bolt Base + error detector,,2488.0,,FP
linear_linear1_ar4_abrupt_03.csv,Chronos-Bolt Base + error detector,,6760.0,,FP
linear_linear1_ar4_abrupt_03.csv,Chronos-Bolt Base + error detector,,7240.0,,FP
linear_linear1_ar4_abrupt_03.csv,Chronos-Bolt Base + error detector,,7648.0,,FP
linear_linear1_ar4_abrupt_03.csv,Chronos-Bolt Base + error detector,,7936.0,,FP
linear_linear1_ar4_abrupt_03.csv,Chronos-Bolt Base + error detector,,10192.0,,FP
linear_linear1_ar4_abrupt_03.csv,Chronos-Bolt Base + error detector,,11200.0,,FP
linear_linear1_ar4_abrupt_04.csv,Chronos-Bolt Base + error detector,3000.0,3112.0,112.0,TP
linear_linear1_ar4_abrupt_04.csv,Chronos-Bolt Base + error detector,6000.0,6064.0,64.0,TP
linear_linear1_ar4_abrupt_04.csv,Chronos-Bolt Base + error detector,9000.0,9304.0,304.0,TP
linear_linear1_ar4_abrupt_04.csv,Chronos-Bolt Base + error detector,,2704.0,,FP
linear_linear1_ar4_abrupt_04.csv,Chronos-Bolt Base + error detector,,3400.0,,FP
linear_linear1_ar4_abrupt_04.csv,Chronos-Bolt Base + error detector,,4936.0,,FP
linear_linear1_ar4_abrupt_04.csv,Chronos-Bolt Base + error detector,,6568.0,,FP
linear_linear1_ar4_abrupt_04.csv,Chronos-Bolt Base + error detector,,7192.0,,FP
linear_linear1_ar4_abrupt_04.csv,Chronos-Bolt Base + error detector,,7672.0,,FP
linear_linear1_ar4_abrupt_04.csv,Chronos-Bolt Base + error detector,,7984.0,,FP
linear_linear1_ar4_abrupt_04.csv,Chronos-Bolt Base + error detector,,8464.0,,FP
linear_linear1_ar4_abrupt_04.csv,Chronos-Bolt Base + error detector,,8704.0,,FP
linear_linear1_ar4_abrupt_04.csv,Chronos-Bolt Base + error detector,,11464.0,,FP
linear_linear1_ar4_abrupt_05.csv,Chronos-Bolt Base + error detector,3000.0,,,FN
linear_linear1_ar4_abrupt_05.csv,Chronos-Bolt Base + error detector,6000.0,6040.0,40.0,TP
linear_linear1_ar4_abrupt_05.csv,Chronos-Bolt Base + error detector,9000.0,,,FN
linear_linear1_ar4_abrupt_05.csv,Chronos-Bolt Base + error detector,,2752.0,,FP
linear_linear1_ar4_abrupt_05.csv,Chronos-Bolt Base + error detector,,5560.0,,FP
linear_linear1_ar4_abrupt_05.csv,Chronos-Bolt Base + error detector,,5800.0,,FP
linear_linear1_ar4_abrupt_05.csv,Chronos-Bolt Base + error detector,,7504.0,,FP
linear_linear1_ar4_abrupt_05.csv,Chronos-Bolt Base + error detector,,8368.0,,FP
linear_linear1_ar4_abrupt_05.csv,Chronos-Bolt Base + error detector,,10696.0,,FP
linear_linear1_ar4_abrupt_05.csv,Chronos-Bolt Base + error detector,,11944.0,,FP
linear_linear1_ar4_abrupt_06.csv,Chronos-Bolt Base + error detector,3000.0,4024.0,1024.0,TP
linear_linear1_ar4_abrupt_06.csv,Chronos-Bolt Base + error detector,6000.0,6016.0,16.0,TP
linear_linear1_ar4_abrupt_06.csv,Chronos-Bolt Base + error detector,9000.0,,,FN
linear_linear1_ar4_abrupt_06.csv,Chronos-Bolt Base + error detector,,1840.0,,FP
linear_linear1_ar4_abrupt_06.csv,Chronos-Bolt Base + error detector,,2776.0,,FP
linear_linear1_ar4_abrupt_06.csv,Chronos-Bolt Base + error detector,,4264.0,,FP
linear_linear1_ar4_abrupt_06.csv,Chronos-Bolt Base + error detector,,5104.0,,FP
linear_linear1_ar4_abrupt_06.csv,Chronos-Bolt Base + error detector,,6304.0,,FP
linear_linear1_ar4_abrupt_06.csv,Chronos-Bolt Base + error detector,,6616.0,,FP
linear_linear1_ar4_abrupt_06.csv,Chronos-Bolt Base + error detector,,7072.0,,FP
linear_linear1_ar4_abrupt_06.csv,Chronos-Bolt Base + error detector,,7720.0,,FP
linear_linear1_ar4_abrupt_06.csv,Chronos-Bolt Base + error detector,,7984.0,,FP
linear_linear1_ar4_abrupt_07.csv,Chronos-Bolt Base + error detector,3000.0,3712.0,712.0,TP
linear_linear1_ar4_abrupt_07.csv,Chronos-Bolt Base + error detector,6000.0,6040.0,40.0,TP
linear_linear1_ar4_abrupt_07.csv,Chronos-Bolt Base + error detector,9000.0,9400.0,400.0,TP
linear_linear1_ar4_abrupt_07.csv,Chronos-Bolt Base + error detector,,1984.0,,FP
linear_linear1_ar4_abrupt_07.csv,Chronos-Bolt Base + error detector,,2320.0,,FP
linear_linear1_ar4_abrupt_07.csv,Chronos-Bolt Base + error detector,,5704.0,,FP
linear_linear1_ar4_abrupt_07.csv,Chronos-Bolt Base + error detector,,6304.0,,FP
linear_linear1_ar4_abrupt_07.csv,Chronos-Bolt Base + error detector,,6592.0,,FP
linear_linear1_ar4_abrupt_07.csv,Chronos-Bolt Base + error detector,,7216.0,,FP
linear_linear1_ar4_abrupt_07.csv,Chronos-Bolt Base + error detector,,7672.0,,FP
linear_linear1_ar4_abrupt_07.csv,Chronos-Bolt Base + error detector,,7960.0,,FP
linear_linear1_ar4_abrupt_07.csv,Chronos-Bolt Base + error detector,,8536.0,,FP
linear_linear1_ar4_abrupt_07.csv,Chronos-Bolt Base + error detector,,8800.0,,FP
linear_linear1_ar4_abrupt_07.csv,Chronos-Bolt Base + error detector,,10504.0,,FP
linear_linear1_ar4_abrupt_08.csv,Chronos-Bolt Base + error detector,3000.0,3088.0,88.0,TP
linear_linear1_ar4_abrupt_08.csv,Chronos-Bolt Base + error detector,6000.0,6016.0,16.0,TP
linear_linear1_ar4_abrupt_08.csv,Chronos-Bolt Base + error detector,9000.0,9112.0,112.0,TP
linear_linear1_ar4_abrupt_08.csv,Chronos-Bolt Base + error detector,,1816.0,,FP
linear_linear1_ar4_abrupt_08.csv,Chronos-Bolt Base + error detector,,2392.0,,FP
linear_linear1_ar4_abrupt_08.csv,Chronos-Bolt Base + error detector,,2656.0,,FP
linear_linear1_ar4_abrupt_08.csv,Chronos-Bolt Base + error detector,,5560.0,,FP
linear_linear1_ar4_abrupt_08.csv,Chronos-Bolt Base + error detector,,6328.0,,FP
linear_linear1_ar4_abrupt_08.csv,Chronos-Bolt Base + error detector,,6592.0,,FP
linear_linear1_ar4_abrupt_08.csv,Chronos-Bolt Base + error detector,,6880.0,,FP
linear_linear1_ar4_abrupt_08.csv,Chronos-Bolt Base + error detector,,8728.0,,FP
linear_linear1_ar4_abrupt_08.csv,Chronos-Bolt Base + error detector,,9592.0,,FP
linear_linear1_ar4_abrupt_09.csv,Chronos-Bolt Base + error detector,3000.0,3400.0,400.0,TP
linear_linear1_ar4_abrupt_09.csv,Chronos-Bolt Base + error detector,6000.0,6064.0,64.0,TP
linear_linear1_ar4_abrupt_09.csv,Chronos-Bolt Base + error detector,9000.0,9160.0,160.0,TP
linear_linear1_ar4_abrupt_09.csv,Chronos-Bolt Base + error detector,,2272.0,,FP
linear_linear1_ar4_abrupt_09.csv,Chronos-Bolt Base + error detector,,5056.0,,FP
linear_linear1_ar4_abrupt_09.csv,Chronos-Bolt Base + error detector,,5752.0,,FP
linear_linear1_ar4_abrupt_09.csv,Chronos-Bolt Base + error detector,,6352.0,,FP
linear_linear1_ar4_abrupt_09.csv,Chronos-Bolt Base + error detector,,7360.0,,FP
linear_linear1_ar4_abrupt_09.csv,Chronos-Bolt Base + error detector,,8824.0,,FP
linear_linear1_ar4_abrupt_09.csv,Chronos-Bolt Base + error detector,,10168.0,,FP
linear_linear1_ar4_abrupt_10.csv,Chronos-Bolt Base + error detector,3000.0,3160.0,160.0,TP
linear_linear1_ar4_abrupt_10.csv,Chronos-Bolt Base + error detector,6000.0,6016.0,16.0,TP
linear_linear1_ar4_abrupt_10.csv,Chronos-Bolt Base + error detector,9000.0,9472.0,472.0,TP
linear_linear1_ar4_abrupt_10.csv,Chronos-Bolt Base + error detector,,2200.0,,FP
linear_linear1_ar4_abrupt_10.csv,Chronos-Bolt Base + error detector,,4168.0,,FP
linear_linear1_ar4_abrupt_10.csv,Chronos-Bolt Base + error detector,,6256.0,,FP
linear_linear1_ar4_abrupt_10.csv,Chronos-Bolt Base + error detector,,6904.0,,FP
linear_linear1_ar4_abrupt_10.csv,Chronos-Bolt Base + error detector,,7408.0,,FP
linear_linear1_ar4_abrupt_10.csv,Chronos-Bolt Base + error detector,,7648.0,,FP
linear_linear1_ar4_abrupt_10.csv,Chronos-Bolt Base + error detector,,8272.0,,FP
linear_linear1_ar4_abrupt_10.csv,Chronos-Bolt Base + error detector,,8728.0,,FP
linear_linear1_ar4_abrupt_11.csv,Chronos-Bolt Base + error detector,3000.0,,,FN
linear_linear1_ar4_abrupt_11.csv,Chronos-Bolt Base + error detector,6000.0,6016.0,16.0,TP
linear_linear1_ar4_abrupt_11.csv,Chronos-Bolt Base + error detector,9000.0,,,FN
linear_linear1_ar4_abrupt_11.csv,Chronos-Bolt Base + error detector,,1840.0,,FP
linear_linear1_ar4_abrupt_11.csv,Chronos-Bolt Base + error detector,,2104.0,,FP
linear_linear1_ar4_abrupt_11.csv,Chronos-Bolt Base + error detector,,5584.0,,FP
linear_linear1_ar4_abrupt_11.csv,Chronos-Bolt Base + error detector,,6352.0,,FP
linear_linear1_ar4_abrupt_11.csv,Chronos-Bolt Base + error detector,,7192.0,,FP
linear_linear1_ar4_abrupt_11.csv,Chronos-Bolt Base + error detector,,7744.0,,FP
linear_linear1_ar4_abrupt_11.csv,Chronos-Bolt Base + error detector,,8176.0,,FP
linear_linear1_ar4_abrupt_11.csv,Chronos-Bolt Base + error detector,,11512.0,,FP
linear_linear1_ar4_abrupt_12.csv,Chronos-Bolt Base + error detector,3000.0,3568.0,568.0,TP
linear_linear1_ar4_abrupt_12.csv,Chronos-Bolt Base + error detector,6000.0,6064.0,64.0,TP
linear_linear1_ar4_abrupt_12.csv,Chronos-Bolt Base + error detector,9000.0,,,FN
linear_linear1_ar4_abrupt_12.csv,Chronos-Bolt Base + error detector,,2296.0,,FP
linear_linear1_ar4_abrupt_12.csv,Chronos-Bolt Base + error detector,,2968.0,,FP
linear_linear1_ar4_abrupt_12.csv,Chronos-Bolt Base + error detector,,6328.0,,FP
linear_linear1_ar4_abrupt_12.csv,Chronos-Bolt Base + error detector,,6568.0,,FP
linear_linear1_ar4_abrupt_12.csv,Chronos-Bolt Base + error detector,,7984.0,,FP
linear_linear1_ar4_abrupt_13.csv,Chronos-Bolt Base + error detector,3000.0,,,FN
linear_linear1_ar4_abrupt_13.csv,Chronos-Bolt Base + error detector,6000.0,6016.0,16.0,TP
linear_linear1_ar4_abrupt_13.csv,Chronos-Bolt Base + error detector,9000.0,9736.0,736.0,TP
linear_linear1_ar4_abrupt_13.csv,Chronos-Bolt Base + error detector,,2872.0,,FP
linear_linear1_ar4_abrupt_13.csv,Chronos-Bolt Base + error detector,,5104.0,,FP
linear_linear1_ar4_abrupt_13.csv,Chronos-Bolt Base + error detector,,6256.0,,FP
linear_linear1_ar4_abrupt_13.csv,Chronos-Bolt Base + error detector,,6616.0,,FP
linear_linear1_ar4_abrupt_13.csv,Chronos-Bolt Base + error detector,,7288.0,,FP
linear_linear1_ar4_abrupt_13.csv,Chronos-Bolt Base + error detector,,7528.0,,FP
linear_linear1_ar4_abrupt_13.csv,Chronos-Bolt Base + error detector,,7816.0,,FP
linear_linear1_ar4_abrupt_13.csv,Chronos-Bolt Base + error detector,,8056.0,,FP
linear_linear1_ar4_abrupt_13.csv,Chronos-Bolt Base + error detector,,10120.0,,FP
linear_linear1_ar4_abrupt_13.csv,Chronos-Bolt Base + error detector,,11488.0,,FP
linear_linear1_ar4_abrupt_14.csv,Chronos-Bolt Base + error detector,3000.0,3064.0,64.0,TP
linear_linear1_ar4_abrupt_14.csv,Chronos-Bolt Base + error detector,6000.0,6064.0,64.0,TP
linear_linear1_ar4_abrupt_14.csv,Chronos-Bolt Base + error detector,9000.0,9736.0,736.0,TP
linear_linear1_ar4_abrupt_14.csv,Chronos-Bolt Base + error detector,,2152.0,,FP
linear_linear1_ar4_abrupt_14.csv,Chronos-Bolt Base + error detector,,2512.0,,FP
linear_linear1_ar4_abrupt_14.csv,Chronos-Bolt Base + error detector,,4792.0,,FP
linear_linear1_ar4_abrupt_14.csv,Chronos-Bolt Base + error detector,,5608.0,,FP
linear_linear1_ar4_abrupt_14.csv,Chronos-Bolt Base + error detector,,6400.0,,FP
linear_linear1_ar4_abrupt_14.csv,Chronos-Bolt Base + error detector,,6640.0,,FP
linear_linear1_ar4_abrupt_14.csv,Chronos-Bolt Base + error detector,,7264.0,,FP
linear_linear1_ar4_abrupt_14.csv,Chronos-Bolt Base + error detector,,7576.0,,FP
linear_linear1_ar4_abrupt_14.csv,Chronos-Bolt Base + error detector,,8464.0,,FP
linear_linear1_ar4_abrupt_14.csv,Chronos-Bolt Base + error detector,,10624.0,,FP
linear_linear1_ar4_abrupt_14.csv,Chronos-Bolt Base + error detector,,11968.0,,FP
linear_linear1_ar4_abrupt_15.csv,Chronos-Bolt Base + error detector,3000.0,3016.0,16.0,TP
linear_linear1_ar4_abrupt_15.csv,Chronos-Bolt Base + error detector,6000.0,6016.0,16.0,TP
linear_linear1_ar4_abrupt_15.csv,Chronos-Bolt Base + error detector,9000.0,,,FN
linear_linear1_ar4_abrupt_15.csv,Chronos-Bolt Base + error detector,,2008.0,,FP
linear_linear1_ar4_abrupt_15.csv,Chronos-Bolt Base + error detector,,4504.0,,FP
linear_linear1_ar4_abrupt_15.csv,Chronos-Bolt Base + error detector,,4768.0,,FP
linear_linear1_ar4_abrupt_15.csv,Chronos-Bolt Base + error detector,,6304.0,,FP
linear_linear1_ar4_abrupt_15.csv,Chronos-Bolt Base + error detector,,6688.0,,FP
linear_linear1_ar4_abrupt_15.csv,Chronos-Bolt Base + error detector,,7504.0,,FP
linear_linear1_ar4_abrupt_15.csv,Chronos-Bolt Base + error detector,,7792.0,,FP
linear_linear1_ar4_abrupt_15.csv,Chronos-Bolt Base + error detector,,8272.0,,FP
linear_linear1_ar4_abrupt_15.csv,Chronos-Bolt Base + error detector,,8512.0,,FP
linear_linear1_ar4_abrupt_15.csv,Chronos-Bolt Base + error detector,,8800.0,,FP
linear_linear1_ar4_abrupt_16.csv,Chronos-Bolt Base + error detector,3000.0,3664.0,664.0,TP
linear_linear1_ar4_abrupt_16.csv,Chronos-Bolt Base + error detector,6000.0,6016.0,16.0,TP
linear_linear1_ar4_abrupt_16.csv,Chronos-Bolt Base + error detector,9000.0,9808.0,808.0,TP
linear_linear1_ar4_abrupt_16.csv,Chronos-Bolt Base + error detector,,4144.0,,FP
linear_linear1_ar4_abrupt_16.csv,Chronos-Bolt Base + error detector,,4384.0,,FP
linear_linear1_ar4_abrupt_16.csv,Chronos-Bolt Base + error detector,,6640.0,,FP
linear_linear1_ar4_abrupt_16.csv,Chronos-Bolt Base + error detector,,7840.0,,FP
linear_linear1_ar4_abrupt_16.csv,Chronos-Bolt Base + error detector,,11008.0,,FP
linear_linear1_ar4_abrupt_17.csv,Chronos-Bolt Base + error detector,3000.0,3136.0,136.0,TP
linear_linear1_ar4_abrupt_17.csv,Chronos-Bolt Base + error detector,6000.0,6088.0,88.0,TP
linear_linear1_ar4_abrupt_17.csv,Chronos-Bolt Base + error detector,9000.0,,,FN
linear_linear1_ar4_abrupt_17.csv,Chronos-Bolt Base + error detector,,2584.0,,FP
linear_linear1_ar4_abrupt_17.csv,Chronos-Bolt Base + error detector,,3376.0,,FP
linear_linear1_ar4_abrupt_17.csv,Chronos-Bolt Base + error detector,,5152.0,,FP
linear_linear1_ar4_abrupt_17.csv,Chronos-Bolt Base + error detector,,6328.0,,FP
linear_linear1_ar4_abrupt_17.csv,Chronos-Bolt Base + error detector,,6640.0,,FP
linear_linear1_ar4_abrupt_17.csv,Chronos-Bolt Base + error detector,,8488.0,,FP
linear_linear1_ar4_abrupt_18.csv,Chronos-Bolt Base + error detector,3000.0,,,FN
linear_linear1_ar4_abrupt_18.csv,Chronos-Bolt Base + error detector,6000.0,6040.0,40.0,TP
linear_linear1_ar4_abrupt_18.csv,Chronos-Bolt Base + error detector,9000.0,9928.0,928.0,TP
linear_linear1_ar4_abrupt_18.csv,Chronos-Bolt Base + error detector,,2320.0,,FP
linear_linear1_ar4_abrupt_18.csv,Chronos-Bolt Base + error detector,,2800.0,,FP
linear_linear1_ar4_abrupt_18.csv,Chronos-Bolt Base + error detector,,5344.0,,FP
linear_linear1_ar4_abrupt_18.csv,Chronos-Bolt Base + error detector,,6280.0,,FP
linear_linear1_ar4_abrupt_18.csv,Chronos-Bolt Base + error detector,,7696.0,,FP
linear_linear1_ar4_abrupt_18.csv,Chronos-Bolt Base + error detector,,8272.0,,FP
linear_linear1_ar4_abrupt_18.csv,Chronos-Bolt Base + error detector,,8512.0,,FP
linear_linear1_ar4_abrupt_19.csv,Chronos-Bolt Base + error detector,3000.0,3184.0,184.0,TP
linear_linear1_ar4_abrupt_19.csv,Chronos-Bolt Base + error detector,6000.0,6112.0,112.0,TP
linear_linear1_ar4_abrupt_19.csv,Chronos-Bolt Base + error detector,9000.0,9952.0,952.0,TP
linear_linear1_ar4_abrupt_19.csv,Chronos-Bolt Base + error detector,,2392.0,,FP
linear_linear1_ar4_abrupt_19.csv,Chronos-Bolt Base + error detector,,3568.0,,FP
linear_linear1_ar4_abrupt_19.csv,Chronos-Bolt Base + error detector,,4552.0,,FP
linear_linear1_ar4_abrupt_19.csv,Chronos-Bolt Base + error detector,,4792.0,,FP
linear_linear1_ar4_abrupt_19.csv,Chronos-Bolt Base + error detector,,5368.0,,FP
linear_linear1_ar4_abrupt_19.csv,Chronos-Bolt Base + error detector,,6352.0,,FP
linear_linear1_ar4_abrupt_19.csv,Chronos-Bolt Base + error detector,,6616.0,,FP
linear_linear1_ar4_abrupt_19.csv,Chronos-Bolt Base + error detector,,7552.0,,FP
linear_linear1_ar4_abrupt_19.csv,Chronos-Bolt Base + error detector,,7888.0,,FP
linear_linear1_ar4_abrupt_19.csv,Chronos-Bolt Base + error detector,,8296.0,,FP
linear_linear1_ar4_abrupt_19.csv,Chronos-Bolt Base + error detector,,8608.0,,FP
linear_linear1_ar4_abrupt_19.csv,Chronos-Bolt Base + error detector,,10936.0,,FP
linear_linear1_ar4_abrupt_20.csv,Chronos-Bolt Base + error detector,3000.0,3280.0,280.0,TP
linear_linear1_ar4_abrupt_20.csv,Chronos-Bolt Base + error detector,6000.0,6016.0,16.0,TP
linear_linear1_ar4_abrupt_20.csv,Chronos-Bolt Base + error detector,9000.0,,,FN
linear_linear1_ar4_abrupt_20.csv,Chronos-Bolt Base + error detector,,2128.0,,FP
linear_linear1_ar4_abrupt_20.csv,Chronos-Bolt Base + error detector,,2464.0,,FP
linear_linear1_ar4_abrupt_20.csv,Chronos-Bolt Base + error detector,,2800.0,,FP
linear_linear1_ar4_abrupt_20.csv,Chronos-Bolt Base + error detector,,3616.0,,FP
linear_linear1_ar4_abrupt_20.csv,Chronos-Bolt Base + error detector,,6256.0,,FP
linear_linear1_ar4_abrupt_20.csv,Chronos-Bolt Base + error detector,,6496.0,,FP
linear_linear1_ar4_abrupt_20.csv,Chronos-Bolt Base + error detector,,8152.0,,FP
linear_linear1_ar4_abrupt_20.csv,Chronos-Bolt Base + error detector,,8392.0,,FP
linear_linear1_ar4_abrupt_20.csv,Chronos-Bolt Base + error detector,,10576.0,,FP
linear_linear1_ar4_abrupt_20.csv,Chronos-Bolt Base + error detector,,11464.0,,FP
linear_linear1_ar4_gradual_01.csv,Chronos-Bolt Base + error detector,3000.0,3208.0,208.0,TP
linear_linear1_ar4_gradual_01.csv,Chronos-Bolt Base + error detector,6000.0,6208.0,208.0,TP
linear_linear1_ar4_gradual_01.csv,Chronos-Bolt Base + error detector,9000.0,,,FN
linear_linear1_ar4_gradual_01.csv,Chronos-Bolt Base + error detector,,1840.0,,FP
linear_linear1_ar4_gradual_01.csv,Chronos-Bolt Base + error detector,,2872.0,,FP
linear_linear1_ar4_gradual_01.csv,Chronos-Bolt Base + error detector,,3496.0,,FP
linear_linear1_ar4_gradual_01.csv,Chronos-Bolt Base + error detector,,5776.0,,FP
linear_linear1_ar4_gradual_01.csv,Chronos-Bolt Base + error detector,,6832.0,,FP
linear_linear1_ar4_gradual_01.csv,Chronos-Bolt Base + error detector,,7192.0,,FP
linear_linear1_ar4_gradual_01.csv,Chronos-Bolt Base + error detector,,7552.0,,FP
linear_linear1_ar4_gradual_01.csv,Chronos-Bolt Base + error detector,,8224.0,,FP
linear_linear1_ar4_gradual_01.csv,Chronos-Bolt Base + error detector,,8848.0,,FP
linear_linear1_ar4_gradual_01.csv,Chronos-Bolt Base + error detector,,10792.0,,FP
linear_linear1_ar4_gradual_02.csv,Chronos-Bolt Base + error detector,3000.0,,,FN
linear_linear1_ar4_gradual_02.csv,Chronos-Bolt Base + error detector,6000.0,6184.0,184.0,TP
linear_linear1_ar4_gradual_02.csv,Chronos-Bolt Base + error detector,9000.0,9160.0,160.0,TP
linear_linear1_ar4_gradual_02.csv,Chronos-Bolt Base + error detector,,1960.0,,FP
linear_linear1_ar4_gradual_02.csv,Chronos-Bolt Base + error detector,,2440.0,,FP
linear_linear1_ar4_gradual_02.csv,Chronos-Bolt Base + error detector,,2824.0,,FP
linear_linear1_ar4_gradual_02.csv,Chronos-Bolt Base + error detector,,4744.0,,FP
linear_linear1_ar4_gradual_02.csv,Chronos-Bolt Base + error detector,,6424.0,,FP
linear_linear1_ar4_gradual_02.csv,Chronos-Bolt Base + error detector,,6688.0,,FP
linear_linear1_ar4_gradual_02.csv,Chronos-Bolt Base + error detector,,7288.0,,FP
linear_linear1_ar4_gradual_02.csv,Chronos-Bolt Base + error detector,,8272.0,,FP
linear_linear1_ar4_gradual_02.csv,Chronos-Bolt Base + error detector,,9448.0,,FP
linear_linear1_ar4_gradual_02.csv,Chronos-Bolt Base + error detector,,11872.0,,FP
linear_linear1_ar4_gradual_03.csv,Chronos-Bolt Base + error detector,3000.0,3304.0,304.0,TP
linear_linear1_ar4_gradual_03.csv,Chronos-Bolt Base + error detector,6000.0,6328.0,328.0,TP
linear_linear1_ar4_gradual_03.csv,Chronos-Bolt Base + error detector,9000.0,10240.0,1240.0,TP
linear_linear1_ar4_gradual_03.csv,Chronos-Bolt Base + error detector,,1792.0,,FP
linear_linear1_ar4_gradual_03.csv,Chronos-Bolt Base + error detector,,2128.0,,FP
linear_linear1_ar4_gradual_03.csv,Chronos-Bolt Base + error detector,,2440.0,,FP
linear_linear1_ar4_gradual_03.csv,Chronos-Bolt Base + error detector,,2728.0,,FP
linear_linear1_ar4_gradual_03.csv,Chronos-Bolt Base + error detector,,7408.0,,FP
linear_linear1_ar4_gradual_03.csv,Chronos-Bolt Base + error detector,,8128.0,,FP
linear_linear1_ar4_gradual_03.csv,Chronos-Bolt Base + error detector,,11176.0,,FP
linear_linear1_ar4_gradual_04.csv,Chronos-Bolt Base + error detector,3000.0,3112.0,112.0,TP
linear_linear1_ar4_gradual_04.csv,Chronos-Bolt Base + error detector,6000.0,6304.0,304.0,TP
linear_linear1_ar4_gradual_04.csv,Chronos-Bolt Base + error detector,9000.0,9808.0,808.0,TP
linear_linear1_ar4_gradual_04.csv,Chronos-Bolt Base + error detector,,5104.0,,FP
linear_linear1_ar4_gradual_04.csv,Chronos-Bolt Base + error detector,,6568.0,,FP
linear_linear1_ar4_gradual_04.csv,Chronos-Bolt Base + error detector,,7336.0,,FP
linear_linear1_ar4_gradual_04.csv,Chronos-Bolt Base + error detector,,8224.0,,FP
linear_linear1_ar4_gradual_05.csv,Chronos-Bolt Base + error detector,3000.0,,,FN
linear_linear1_ar4_gradual_05.csv,Chronos-Bolt Base + error detector,6000.0,6280.0,280.0,TP
linear_linear1_ar4_gradual_05.csv,Chronos-Bolt Base + error detector,9000.0,9616.0,616.0,TP
linear_linear1_ar4_gradual_05.csv,Chronos-Bolt Base + error detector,,1744.0,,FP
linear_linear1_ar4_gradual_05.csv,Chronos-Bolt Base + error detector,,2464.0,,FP
linear_linear1_ar4_gradual_05.csv,Chronos-Bolt Base + error detector,,2728.0,,FP
linear_linear1_ar4_gradual_05.csv,Chronos-Bolt Base + error detector,,2992.0,,FP
linear_linear1_ar4_gradual_05.csv,Chronos-Bolt Base + error detector,,4912.0,,FP
linear_linear1_ar4_gradual_05.csv,Chronos-Bolt Base + error detector,,6544.0,,FP
linear_linear1_ar4_gradual_05.csv,Chronos-Bolt Base + error detector,,7648.0,,FP
linear_linear1_ar4_gradual_05.csv,Chronos-Bolt Base + error detector,,8560.0,,FP
linear_linear1_ar4_gradual_05.csv,Chronos-Bolt Base + error detector,,8848.0,,FP
linear_linear1_ar4_gradual_05.csv,Chronos-Bolt Base + error detector,,10792.0,,FP
linear_linear1_ar4_gradual_06.csv,Chronos-Bolt Base + error detector,3000.0,3448.0,448.0,TP
linear_linear1_ar4_gradual_06.csv,Chronos-Bolt Base + error detector,6000.0,6136.0,136.0,TP
linear_linear1_ar4_gradual_06.csv,Chronos-Bolt Base + error detector,9000.0,9016.0,16.0,TP
linear_linear1_ar4_gradual_06.csv,Chronos-Bolt Base + error detector,,1864.0,,FP
linear_linear1_ar4_gradual_06.csv,Chronos-Bolt Base + error detector,,2152.0,,FP
