file,method,erro_pre_drift,recovery_time
nonlinear_nonlinear1_nma_gradual_19.csv,FEDD+ELM,1.9242355253193408,40.0
nonlinear_nonlinear1_nma_gradual_20.csv,Chronos-Bolt Base,1.7715942428440237,16.0
nonlinear_nonlinear1_nma_gradual_20.csv,FEDD+ELM,1.99364264634402,16.0
nonlinear_nonlinear2_star1_abrupt_01.csv,Chronos-Bolt Base,3.7201564963598552,64.0
nonlinear_nonlinear2_star1_abrupt_01.csv,FEDD+ELM,21.620370320190197,16.0
nonlinear_nonlinear2_star1_abrupt_02.csv,Chronos-Bolt Base,3.7584534931976643,64.0
nonlinear_nonlinear2_star1_abrupt_02.csv,FEDD+ELM,21.275012791727278,16.0
nonlinear_nonlinear2_star1_abrupt_03.csv,Chronos-Bolt Base,3.806377573365112,136.0
nonlinear_nonlinear2_star1_abrupt_03.csv,FEDD+ELM,53.074910942712414,16.0
nonlinear_nonlinear2_star1_abrupt_04.csv,Chronos-Bolt Base,8.676288448517669,16.0
nonlinear_nonlinear2_star1_abrupt_04.csv,FEDD+ELM,40.218577554961605,112.0
nonlinear_nonlinear2_star1_abrupt_05.csv,Chronos-Bolt Base,70.90053633921855,16.0
nonlinear_nonlinear2_star1_abrupt_05.csv,FEDD+ELM,273.9741617772729,16.0
nonlinear_nonlinear2_star1_abrupt_06.csv,Chronos-Bolt Base,3.6166168416857354,16.0
nonlinear_nonlinear2_star1_abrupt_06.csv,FEDD+ELM,19.457351787319844,16.0
nonlinear_nonlinear2_star1_abrupt_07.csv,Chronos-Bolt Base,3.609677888394533,16.0
nonlinear_nonlinear2_star1_abrupt_07.csv,FEDD+ELM,81.56331573135051,16.0
nonlinear_nonlinear2_star1_abrupt_08.csv,Chronos-Bolt Base,3.710164609202743,64.0
nonlinear_nonlinear2_star1_abrupt_08.csv,FEDD+ELM,15.516581389768278,16.0
nonlinear_nonlinear2_star1_abrupt_09.csv,Chronos-Bolt Base,4.01156642131935,16.0
nonlinear_nonlinear2_star1_abrupt_09.csv,FEDD+ELM,17.074091465486042,664.0
nonlinear_nonlinear2_star1_abrupt_10.csv,Chronos-Bolt Base,30.331396445255635,16.0
nonlinear_nonlinear2_star1_abrupt_10.csv,FEDD+ELM,68.78505453883406,88.0
nonlinear_nonlinear2_star1_abrupt_11.csv,Chronos-Bolt Base,3.9851269160120326,64.0
nonlinear_nonlinear2_star1_abrupt_11.csv,FEDD+ELM,68.02850638298166,16.0
nonlinear_nonlinear2_star1_abrupt_12.csv,Chronos-Bolt Base,4.250775117025934,16.0
nonlinear_nonlinear2_star1_abrupt_12.csv,FEDD+ELM,78.32654604572211,16.0
nonlinear_nonlinear2_star1_abrupt_13.csv,Chronos-Bolt Base,3.779868293385532,64.0
nonlinear_nonlinear2_star1_abrupt_13.csv,FEDD+ELM,86.63326873172959,88.0
nonlinear_nonlinear2_star1_abrupt_14.csv,Chronos-Bolt Base,4.003054521558094,40.0
nonlinear_nonlinear2_star1_abrupt_14.csv,FEDD+ELM,10.944373609726298,88.0
nonlinear_nonlinear2_star1_abrupt_15.csv,Chronos-Bolt Base,3.6990013220008495,136.0
nonlinear_nonlinear2_star1_abrupt_15.csv,FEDD+ELM,17.598574142615227,16.0
nonlinear_nonlinear2_star1_abrupt_16.csv,Chronos-Bolt Base,3.7214954561969193,112.0
nonlinear_nonlinear2_star1_abrupt_16.csv,FEDD+ELM,13.625613870448271,40.0
nonlinear_nonlinear2_star1_abrupt_17.csv,Chronos-Bolt Base,4.144266390667413,40.0
nonlinear_nonlinear2_star1_abrupt_17.csv,FEDD+ELM,101.15382438035485,16.0
nonlinear_nonlinear2_star1_abrupt_18.csv,Chronos-Bolt Base,3.7198939210964554,40.0
nonlinear_nonlinear2_star1_abrupt_18.csv,FEDD+ELM,10.62590390132007,160.0
nonlinear_nonlinear2_star1_abrupt_19.csv,Chronos-Bolt Base,3.8510947664366393,64.0
nonlinear_nonlinear2_star1_abrupt_19.csv,FEDD+ELM,18.96531550570974,40.0
nonlinear_nonlinear2_star1_abrupt_20.csv,Chronos-Bolt Base,3.608405456337517,136.0
nonlinear_nonlinear2_star1_abrupt_20.csv,FEDD+ELM,56.942318508398046,16.0
nonlinear_nonlinear2_star1_gradual_01.csv,Chronos-Bolt Base,3.6756780274101546,16.0
nonlinear_nonlinear2_star1_gradual_01.csv,FEDD+ELM,53.459999056844936,16.0
nonlinear_nonlinear2_star1_gradual_02.csv,Chronos-Bolt Base,3.859697986838632,16.0
nonlinear_nonlinear2_star1_gradual_02.csv,FEDD+ELM,25.883143329448167,40.0
nonlinear_nonlinear2_star1_gradual_03.csv,Chronos-Bolt Base,3.8260327951113595,40.0
nonlinear_nonlinear2_star1_gradual_03.csv,FEDD+ELM,49.19304905171411,16.0
nonlinear_nonlinear2_star1_gradual_04.csv,Chronos-Bolt Base,3.9385677961946173,16.0
nonlinear_nonlinear2_star1_gradual_04.csv,FEDD+ELM,18.426902727326947,424.0
nonlinear_nonlinear2_star1_gradual_05.csv,Chronos-Bolt Base,22.538514705818876,16.0
nonlinear_nonlinear2_star1_gradual_05.csv,FEDD+ELM,61.89599258685127,472.0
nonlinear_nonlinear2_star1_gradual_06.csv,Chronos-Bolt Base,3.860785133211319,16.0
nonlinear_nonlinear2_star1_gradual_06.csv,FEDD+ELM,23.205859189803682,16.0
nonlinear_nonlinear2_star1_gradual_07.csv,Chronos-Bolt Base,3.9063293423507783,16.0
nonlinear_nonlinear2_star1_gradual_07.csv,FEDD+ELM,15.584343112468963,16.0
nonlinear_nonlinear2_star1_gradual_08.csv,Chronos-Bolt Base,6.72702285413878,16.0
nonlinear_nonlinear2_star1_gradual_08.csv,FEDD+ELM,12.993821155603216,232.0
nonlinear_nonlinear2_star1_gradual_09.csv,Chronos-Bolt Base,3.9186027537371704,16.0
nonlinear_nonlinear2_star1_gradual_09.csv,FEDD+ELM,100.5770390709765,16.0
nonlinear_nonlinear2_star1_gradual_10.csv,Chronos-Bolt Base,208.22379783528189,16.0
nonlinear_nonlinear2_star1_gradual_10.csv,FEDD+ELM,2274.4710133712506,16.0
nonlinear_nonlinear2_star1_gradual_11.csv,Chronos-Bolt Base,8.964138087545015,16.0
nonlinear_nonlinear2_star1_gradual_11.csv,FEDD+ELM,64.66763737044167,16.0
nonlinear_nonlinear2_star1_gradual_12.csv,Chronos-Bolt Base,3.751644307811692,16.0
nonlinear_nonlinear2_star1_gradual_12.csv,FEDD+ELM,41.264603073345334,16.0
nonlinear_nonlinear2_star1_gradual_13.csv,Chronos-Bolt Base,3.838271224884017,16.0
nonlinear_nonlinear2_star1_gradual_13.csv,FEDD+ELM,13.586879500817098,208.0
nonlinear_nonlinear2_star1_gradual_14.csv,Chronos-Bolt Base,4.0895183591061866,40.0
nonlinear_nonlinear2_star1_gradual_14.csv,FEDD+ELM,16.244400811828932,16.0
nonlinear_nonlinear2_star1_gradual_15.csv,Chronos-Bolt Base,4.9839652951173505,16.0
nonlinear_nonlinear2_star1_gradual_15.csv,FEDD+ELM,10.561607482578296,16.0
nonlinear_nonlinear2_star1_gradual_16.csv,Chronos-Bolt Base,3.8897634019396485,16.0
nonlinear_nonlinear2_star1_gradual_16.csv,FEDD+ELM,19.91398360874836,88.0
nonlinear_nonlinear2_star1_gradual_17.csv,Chronos-Bolt Base,3.694547408112891,16.0
nonlinear_nonlinear2_star1_gradual_17.csv,FEDD+ELM,84.63408425133494,16.0
nonlinear_nonlinear2_star1_gradual_18.csv,Chronos-Bolt Base,3.9640264603898383,16.0
nonlinear_nonlinear2_star1_gradual_18.csv,FEDD+ELM,21.69722624786104,16.0
nonlinear_nonlinear2_star1_gradual_19.csv,Chronos-Bolt Base,6.564206404023971,88.0
nonlinear_nonlinear2_star1_gradual_19.csv,FEDD+ELM,64.02461405133269,40.0
nonlinear_nonlinear2_star1_gradual_20.csv,Chronos-Bolt Base,3.8200378700088855,16.0
nonlinear_nonlinear2_star1_gradual_20.csv,FEDD+ELM,113.01865430276662,40.0
nonlinear_nonlinear3_star2_abrupt_01.csv,Chronos-Bolt Base,1.6149114538326212,16.0
nonlinear_nonlinear3_star2_abrupt_01.csv,FEDD+ELM,26811.614020493686,16.0
nonlinear_nonlinear3_star2_abrupt_02.csv,Chronos-Bolt Base,1.4079695864011068,136.0
nonlinear_nonlinear3_star2_abrupt_02.csv,FEDD+ELM,9538.319762187282,16.0
nonlinear_nonlinear3_star2_abrupt_03.csv,Chronos-Bolt Base,1.49792616302208,64.0
nonlinear_nonlinear3_star2_abrupt_03.csv,FEDD+ELM,15796.240510229636,16.0
nonlinear_nonlinear3_star2_abrupt_04.csv,Chronos-Bolt Base,1.471200615719223,16.0
nonlinear_nonlinear3_star2_abrupt_04.csv,FEDD+ELM,16058.872231933059,16.0
nonlinear_nonlinear3_star2_abrupt_05.csv,Chronos-Bolt Base,1.8534030513248156,16.0
nonlinear_nonlinear3_star2_abrupt_05.csv,FEDD+ELM,11623.444865905063,16.0
nonlinear_nonlinear3_star2_abrupt_06.csv,Chronos-Bolt Base,1.4254883030471814,64.0
nonlinear_nonlinear3_star2_abrupt_06.csv,FEDD+ELM,33688.42975286044,16.0
nonlinear_nonlinear3_star2_abrupt_07.csv,Chronos-Bolt Base,1.4396697640715048,16.0
nonlinear_nonlinear3_star2_abrupt_07.csv,FEDD+ELM,8662.104290362859,16.0
nonlinear_nonlinear3_star2_abrupt_08.csv,Chronos-Bolt Base,102.63327841668922,16.0
nonlinear_nonlinear3_star2_abrupt_08.csv,FEDD+ELM,52950.62432624425,16.0
nonlinear_nonlinear3_star2_abrupt_09.csv,Chronos-Bolt Base,1.3551371943168613,40.0
nonlinear_nonlinear3_star2_abrupt_09.csv,FEDD+ELM,48761.44450705435,16.0
nonlinear_nonlinear3_star2_abrupt_10.csv,Chronos-Bolt Base,1.790468681218175,16.0
nonlinear_nonlinear3_star2_abrupt_10.csv,FEDD+ELM,13358.578626140716,16.0
nonlinear_nonlinear3_star2_abrupt_11.csv,Chronos-Bolt Base,1.475091460535271,40.0
nonlinear_nonlinear3_star2_abrupt_11.csv,FEDD+ELM,25997.22797736972,16.0
nonlinear_nonlinear3_star2_abrupt_12.csv,Chronos-Bolt Base,1.4578050428191915,64.0
nonlinear_nonlinear3_star2_abrupt_12.csv,FEDD+ELM,2934.315609725967,16.0
nonlinear_nonlinear3_star2_abrupt_13.csv,Chronos-Bolt Base,1.792153948104963,16.0
nonlinear_nonlinear3_star2_abrupt_13.csv,FEDD+ELM,2427.489467761052,16.0
nonlinear_nonlinear3_star2_abrupt_14.csv,Chronos-Bolt Base,1.7980028161083672,40.0
nonlinear_nonlinear3_star2_abrupt_14.csv,FEDD+ELM,614.8239941361871,16.0
nonlinear_nonlinear3_star2_abrupt_15.csv,Chronos-Bolt Base,1.560790548782612,40.0
nonlinear_nonlinear3_star2_abrupt_15.csv,FEDD+ELM,16045.659970899182,16.0
nonlinear_nonlinear3_star2_abrupt_16.csv,Chronos-Bolt Base,1.940614008489801,40.0
nonlinear_nonlinear3_star2_abrupt_16.csv,FEDD+ELM,35231.37031729979,16.0
nonlinear_nonlinear3_star2_abrupt_17.csv,Chronos-Bolt Base,2.0662806569937255,16.0
nonlinear_nonlinear3_star2_abrupt_17.csv,FEDD+ELM,8350.512470513446,16.0
nonlinear_nonlinear3_star2_abrupt_18.csv,Chronos-Bolt Base,1.5696633065363303,16.0
nonlinear_nonlinear3_star2_abrupt_18.csv,FEDD+ELM,5059.796264218016,16.0
nonlinear_nonlinear3_star2_abrupt_19.csv,Chronos-Bolt Base,4.803534660115436,16.0
nonlinear_nonlinear3_star2_abrupt_19.csv,FEDD+ELM,7164.987534872626,16.0
nonlinear_nonlinear3_star2_abrupt_20.csv,Chronos-Bolt Base,1.4647578322299968,136.0
nonlinear_nonlinear3_star2_abrupt_20.csv,FEDD+ELM,14135.898745988712,16.0
nonlinear_nonlinear3_star2_gradual_01.csv,Chronos-Bolt Base,1.4064067202953001,16.0
nonlinear_nonlinear3_star2_gradual_01.csv,FEDD+ELM,21956.129551107548,16.0
nonlinear_nonlinear3_star2_gradual_02.csv,Chronos-Bolt Base,1.875977687744582,16.0
nonlinear_nonlinear3_star2_gradual_02.csv,FEDD+ELM,41360.994232783756,16.0
nonlinear_nonlinear3_star2_gradual_03.csv,Chronos-Bolt Base,1.731912074870769,16.0
nonlinear_nonlinear3_star2_gradual_03.csv,FEDD+ELM,15755.968179803796,16.0
nonlinear_nonlinear3_star2_gradual_04.csv,Chronos-Bolt Base,1.404555290783568,16.0
nonlinear_nonlinear3_star2_gradual_04.csv,FEDD+ELM,35153.26846872015,16.0
nonlinear_nonlinear3_star2_gradual_05.csv,Chronos-Bolt Base,1.4155883858313576,16.0
nonlinear_nonlinear3_star2_gradual_05.csv,FEDD+ELM,58909.91543540862,16.0
nonlinear_nonlinear3_star2_gradual_06.csv,Chronos-Bolt Base,2.588190603628244,16.0
nonlinear_nonlinear3_star2_gradual_06.csv,FEDD+ELM,13163.930413531281,16.0
nonlinear_nonlinear3_star2_gradual_07.csv,Chronos-Bolt Base,1.425428617351771,16.0
nonlinear_nonlinear3_star2_gradual_07.csv,FEDD+ELM,24557.52466410207,16.0
nonlinear_nonlinear3_star2_gradual_08.csv,Chronos-Bolt Base,1.6849025102014317,16.0
nonlinear_nonlinear3_star2_gradual_08.csv,FEDD+ELM,18347.46576169716,16.0
nonlinear_nonlinear3_star2_gradual_09.csv,Chronos-Bolt Base,1.5335427490875368,16.0
nonlinear_nonlinear3_star2_gradual_09.csv,FEDD+ELM,55315.918304295876,16.0
nonlinear_nonlinear3_star2_gradual_10.csv,Chronos-Bolt Base,1.8242995091723804,16.0
nonlinear_nonlinear3_star2_gradual_10.csv,FEDD+ELM,18028.923296221416,16.0
nonlinear_nonlinear3_star2_gradual_11.csv,Chronos-Bolt Base,3.6424117853776656,16.0
nonlinear_nonlinear3_star2_gradual_11.csv,FEDD+ELM,25733.34554491157,16.0
nonlinear_nonlinear3_star2_gradual_12.csv,Chronos-Bolt Base,1.4922379903949146,16.0
nonlinear_nonlinear3_star2_gradual_12.csv,FEDD+ELM,52621.90972074369,16.0
nonlinear_nonlinear3_star2_gradual_13.csv,Chronos-Bolt Base,1.350221136642912,40.0
nonlinear_nonlinear3_star2_gradual_13.csv,FEDD+ELM,44226.14987361981,16.0
nonlinear_nonlinear3_star2_gradual_14.csv,Chronos-Bolt Base,1.3612102856803598,16.0
nonlinear_nonlinear3_star2_gradual_14.csv,FEDD+ELM,11872.527153025769,16.0
nonlinear_nonlinear3_star2_gradual_15.csv,Chronos-Bolt Base,1.6506821470621171,16.0
nonlinear_nonlinear3_star2_gradual_15.csv,FEDD+ELM,27415.445247756677,16.0
nonlinear_nonlinear3_star2_gradual_16.csv,Chronos-Bolt Base,1.463509408170437,16.0
nonlinear_nonlinear3_star2_gradual_16.csv,FEDD+ELM,16104.35644593057,16.0
nonlinear_nonlinear3_star2_gradual_17.csv,Chronos-Bolt Base,1.5815289818618161,16.0
nonlinear_nonlinear3_star2_gradual_17.csv,FEDD+ELM,30912.76982180747,16.0
nonlinear_nonlinear3_star2_gradual_18.csv,Chronos-Bolt Base,1.7319321373598742,16.0
nonlinear_nonlinear3_star2_gradual_18.csv,FEDD+ELM,7639.118129365139,16.0
nonlinear_nonlinear3_star2_gradual_19.csv,Chronos-Bolt Base,1.354375772426914,16.0
nonlinear_nonlinear3_star2_gradual_19.csv,FEDD+ELM,18880.360301232406,16.0
nonlinear_nonlinear3_star2_gradual_20.csv,Chronos-Bolt Base,1.406463402323333,16.0
nonlinear_nonlinear3_star2_gradual_20.csv,FEDD+ELM,19234.311383415006,16.0
